occlusion_level,original_caption,generated_caption
0,"A stop sign is on a piece of wood and attached to a round sign that is white, with a red border around the outside. Below the stop sign there are two signs in Russian. The signs are attached to a rusty metal fence. ", The stop sign is red with white letters. The stop sign is on a silver pole. There is a large red line to the left of the sign. The sky is bright blue with white clouds in it. Next to the stop sign there are
0,a man is playing tennis. he is wearing  a sweatband in his hair. his hair is brown in color. his hair is very long. his uniform is white. he is also wearing white shorts.," A man in a white baseball cap has a pepsi logo on his head.  The man is wearing a white baseball cap.  He is also wearing a red and white baseball cap, black and white shoes.  The man has a"
0,Four sailboats with masts but no sails are lined up along the shore of a lake.  A hill rises beyond them in the sun.  Part of the hill is bare rock and dirt and part has low green bushes.  The sky is very blue beyond the hill. , There are a couple of boats in the water. There is a mountain in the water. The water is blue and white. There are many trees on the hill.  The sky is bright blue and clear over the water.  There is a
0,"A man is standing outside flying a black and white kite. He is wearing a white hat on his head, a suit coat, and dark colored pants. A shadow of the man can be seen beside him on the ground. The sky is clear and blue. Tall trees are seen below the sky. ", A person standing in a field. The person is wearing a black jacket and gray pants. There is a kite flying above the person. The kite is bright yellow and black. The sky is bright blue and cloudless. The ground is
0,Five off white sheep are standing on a rocky grassy hill. The stones are medium sized and are grey and white. Beyond the sheep is a bright blue body of water and a set of beautiful grass covered mountains and a blue sky., There are five sheep grazing on the grass. Most of the sheep are large white wooly adult animals.  The sheep have dirty white fur.  There is a small rock to the left of the sheep.  The sky above the sheep is
0,A large white truck sits in a parking space in a small parking lot. The trailer of the truck has a cover on it. On the other side of the parking lot are a few more cars. The other cars are parked next to a building that looks to be made of brick. There are a few bare plants in the front of the building., A truck is parked at a parking lot. The truck has a white tank top. It is parked at a red light. There is a brick building behind the truck. There are several people standing in front of the truck.  The truck is
0,there is a big yellow sign. the sign is a warning sign. the sign is shaped like a diamond. there is a light above the sign., The sign on the side of the building is yellow. The letters on the sign are black. The street sign is a light green color. There is a yellow light above it. The sky is bright blue in the distance. There are lights near
0,An image of a peeled large banana dominates the picture. Three men are walking down the street.  The man in the front is by himself while two other men are in close proximity.  Two buses are parked along the side of the street., A person with dark hair and glasses can be seen from the side sitting at a table and working on a small grey keyboard. A projector screen is next to the TV. The TV is on a stand with a pair of glasses on it. 
0,"the scene takes place outdoors in a winter snowy landscape, three persons and a child are interacting. A man is leading a child into the ski lift provider. they are standing by the entrance about to enter, a man in a green jacket seems to the entrance attendant. a building with woodside panelling is above the people. a man is standing in the foreground, wearing an orange jacket. the ground is filled with snow, the people are wearing winter clothes. there are signs above the man and child. "," A woman is standing outside of a restaurant. She is holding a pink umbrella. The umbrella has a sign that says Coach for ladies only on it. That sign is pink with white letters and it says ""Dog pit stop"" Behind the woman is"
0,A large white cow is grazing in the grass. The cow is in a field with weeds and grass. There are trees behind the cow. , The animals are outside eating. The sheep are light green and sheep are light brown. The sheep have dirty white fur. The sheep have black faces. The sky above the sheep is bright green. The trees are thick and green. The clouds look
0,there is a big mountain. there are a lot of trees on the mountain. there are two girls walking along the trail. the trail is made of dirt. they are holding umbrellas in their hands., The mountain's top is covered in snow. The snow is white. The person is enjoying the beautiful day and is enjoying the beautiful day.  The person is enjoying a view of the mountains.  The person is taking a look at the mountains
0,"There is a large strip of grass along a road, with buildings, people, buses, trees and flags. The grass is very green and has something more overgrown like bushes that run along the road. The strip of road that is showing to the right of the picture is black. There are two large buses on the road. One bus is red with yellow words on it and the other is black. There are people in both buses, and along the grass and road. There are large trees running by the roads and buildings in the middle and back of the picture. There are two buildings showing. One building is on a street corner and is white with many stories. The other is to the left and is grey with many stories. There are two flag poles and one of them has a flag hanging on it.", The sky is clear over a city. The trees are budding over the street. There is a red bushy tree in front of the bus. The bus is white in color. The sun is shining brightly outside. The trees are green in the
0,A menu is see hanging on the wall. The menu is over the kitchen area. There is a range top that has a couple of things on it. On the counter is some fish and chicken. ," A display of desserts is on a shelf.  Fruits and cakes are on plates to be sold.  There is a sign across the shelf that says ""Dog pit stop"" and is pointing to the left.  There are white apples and"
0,An elephant relaxes in the water. A man lays on the back of the elephant. A few other men stand around the elephant and look at it. The water is a brown color. The men are all wearing swim trunks. The sun is reflecting on the water., A man in a blue shirt and gray shorts is crouched down in the water. There is a fire hydrant on the ground on the other side of him. The man in the blue shirt is wearing a pair of shorts. He is standing
0,a boy is playing frisbee. the frisbee is white in color. the shorts are red in color. his shirt is black and red. he is wearing white shoes., A boy is playing tennis on a grassy field. He is wearing a red shirt and red shorts. A black and white dog is jumping in the air. There is another boy. There is a woman standing behind him wearing black shoes. There
0,A bunch of planes are in formation in the air. One plane is way farther away from the rest. The sky is a pretty blue color and a couple of clouds are seen.," A sky is blue with streaks of white clouds. Beige smoke flows in a line. The trees in the field are green and leafless, with no leaves. The sky is blue with trees. On the other side of the field is a"
0,A person with a black shirt on is jumping on a skateboard. There is a boy in a red jacket standing in front of him. There is a black fence behind the people. ," A man is skateboarding outside on a sunny day. He is wearing a black hat, a black shirt and gray pants. A black skateboard is jumping in the air. Next to him is a white fence.  A black fence has a"
0,There are many boats in the water. There are small waves in the water around the boats. There is a bird flying in the air above the water. There is a hill on the other side of the water. ," A very large open green lake is in the background. In the distance there is a large rock, with a golden shaped interior roof. The sky is cloudy. And there is a small circular tower that has a couple of people sitting in it."
0,"In this image, a downtown business district in an English speaking country is depicted. The image shows a narrow street with sidewalks on both sides, with customers walking up and down the sidewalks and going in and out of stores. The narrow street does not have any cars driving down it, but instead there is a train or streetcar running on rails. The train is white on the top and red on the bottom with a large glass windshield in front and smaller glass windows on the sides. It is coming up to an intersection. At the intersection, there is a sign that indicates only bicycles are allowed on the cross street. All the people in the picture are wearing lightweight jackets, so it must be fall or spring, as there is no snow or rain. There is a store called Dreams, and a sign advertising beds, though it is difficult to tell if they are beds for sale or rooms for rent. If I had to guess, I'd say this is an English speaking country in Europe. ", A red bus is driving down a street. The bus is white and pink. There are trees on the other side of the street. There is a tall building with windows on it behind the bus.  A man in a white shirt is walking
0,"A bus is on the street. It is currently getting ready to pick some people up and drop some off. The bus is white, purple, and red on the top. The building has a lot of moss on it.", There is a bus driving down the street. The bus is white and red. There are trees on the other side of the street. There is a large building behind the bus.  The bus has windows on the side of it.  The
0,A young boy is walking with a horse. The young boy has on a black sweater with a blue shirt tied around his waist. The horse is a dark brown color and looks very friendly., A giraffe stands by a fence. There is a man in a blue shirt standing in front of the fence. There are two other giraffes next to the man. There are two zebras on the ground next to the two gir
0,a sign is on a pole. the pole is green in color. there is an arrow on the sign. the arrow is white in color. there is writing on the sign., A green sign with white sign is next to the street. There are trees behind the sign. There is a white cross walk sign above the street.  A large green tree is in front of the sign.  The sky is bright green with
0,A vintage pick-up truck is parked at the sidewalk. The truck is beige with black roof. At the sidewalk is a black parking meter. The parking meter is attached to silver pole with blue painted letters on it., A white car is parked in front of a building.  A building can be seen behind the car.  A man in a blue shirt is standing next to the car.  The man in the red shirt has his head down and he is
0,A man wearing striped swim shorts is standing on sand. There is also a black and white dog standing on the sand. There is a white frisbee in the air above the sand. , There are two people that are almost completely visible eating skis. The skis are white. The skis have black wheels. There are people standing on top of the skis.  There are trees next to the skis.  There
0,There are plates and bowls on top of a table. The table is wooden and there are small bowls in the middle. There is food on the plates. There are knives and forks on top of the plate. ," A table has two plates of food on it. The food includes vegetables, cut up sausage, french fries and pickle. The plates are both clear of vegetables. There is also a bowl of mushrooms, cut up apples, french fries and other"
0,A group of people have gather around the skateboarding ramp to watch other skateboarder's skate on it. There is one person in the ramp. It looks like that person fell down off of their board., A large crowd of people sit and stand on a skateboard ramp. The person in front is wearing a red helmet. There is a large yellow building behind him with windows on it.  A man in a black shirt and white pants is walking
0,a bunch of donuts are being displayed. the top row of donuts are all glazed types. there is a person waiting in a grey shirt., A glass display case and glass vase are on a table. The table is wood. There are yellow flowers in the tall grass.  A person in a yellow shirt is standing behind the glass case.  A sign is hanging from the ceiling
0,A bag of potato chips is sitting on a couple of tan napkins on an oval plate. There are two half sandwiches on the plate with the chips. The sandwiches have black grill marks on the tops. There is a yellow mug on the table next to the plate., A sandwich cut in half sits on a white plate. Next to the sandwich is a sandwich cut in half. The bun has a lot of sauce and salad inside it. There are slices of meat as well. The food is in a box.
0,there is a big motorcycle in the parking lot. it looks just like a race car. it is blue and gray in  color. the seats are very big. the wheels are very spaced apart. it doesn't look like a motorcycle., A man is riding a motorcycle down a street. He is wearing a light blue shirt and black shorts. A black and white cow is behind him. The cow has its head down. There are people standing behind the motorcycle.  A man is
0,A large splash is in front of a wave in the water. There is a large white and black surf board in the water. There is a black dog that is riding on top of the surf board., A man is surfing in a body of water. He has a black swim suit on and is surfing on a wave. His surfboard is white and he is wearing a blue shirt and black pants. His surfboard is not. He is walking
0,A black parking meter with a white sign on it. There is a car parked in front of the parking meter. There is a shadow of a tree on top of the car. , The scooter is black. The seat on the scooter is brown. There is a no parking sign on the top of the scooter. The sign is green in color. The clock has a yellow face. The hands on the scooter
0,brown baby bears are walking in the grass. There is a large log above them next to two large rocks. , A small bear is walking through the woods. The bear has a long neck and a darker wings. The eyes are bright and yellow. His snout is pointed up in the air. The ground is dirt and around the bear is not grass.
0,There are four jets flying in the sky together. Each jet is leaving a trail of puffy white smoke behind the other one. The sky is a bright blue. , The sky is blue and partly cloudy. There is a clock near the roof of the building. The clock is white with a white face. The sky is very blue with white clouds in it. The sky is blue with white clouds in it.
0,The tall large building is in the city. On the front of the building are many windows. It also has a clocks telling the time of different countries. The sky is blue but mostly cloudy. , The image is a close up shot of a skateboarder lying on the dirt in a park.  It is dark grey in color with decorations on it.  The skateboard is round and black in color.  It has a narrow stretch
0,A plate with a colorful rim on it is sitting on a table. There is a piece of chicken on the plate with salad next to it. There is also a pile of french fries on the plate. , There is a white plate on a table. There are donuts in the plate. There is a breaded patty on the bun. The bread is red and there is crumbs on it. There are cheese and onions on the plate.
0,A display window is seen with women's underwear on white mannequins inside in a mall. Beside the window there is a toy table with chairs around it which three plastic bears are sitting. There is a toy teapot with slots for coins so children can ride with the bears., There is a bunch of stuffed animals on a shelf. The shelf is made of wood. There is a bear sitting on top of the shelf. The bear is wearing a pink shirt. The bear is also wearing a purple scarf around the bear.
0,A piece of wood is sitting on a counter. There is a knife with a black handle on top of the wood. There is a white plate of food behind the wood. , The table is made of brown wood. The wood is brown in color. There is a colorful pair of scissors in the middle of the plate. The scissors are silver in color. The plate is made of wood. The plate has a bird feed
0,A tall brick tower has two clocks on separate sides of the tower walls.  The clocks on the tower have roman numerals and gold clock hands.  The center of the clock is burgundy and the outer part of the clock is blue.  The tower has a narrowing tiled and reddish steeple at the tower top. Black metal grills cover arched window openings under the clock.  Full view of the clock is obstructed by stray green leaves on thin brown branches.  The sky is white with clouds.," The clock has a clock that is white in color. It is made of glass. The clock has black hands and a white border. On the clock is a sign says ""Browse of the clock's frame. The clock's frame is white"
0,A person is jumping in the air on a snowboard. There is a ski lift behind them. There are trees next to the ski lift. There is a lot of snow on the ground under them. , The ski slope is covered in snow. The snow is white. There are wires above the snow. The snow has tracks from skiers in it. The skiers are wearing jackets. The skis are white. The snow is a bright blue
0,a woman is playing some tennis. her hat is white in color. she is wearing a skirt. the skirt is white in color.," A woman playing tennis is a white skirt, and shirt is mid swing. The woman is wearing a white skirt. The tennis racket is held high in the air. The woman is wearing a white tennis racket. The tennis racket is bright green."
0,a kitchen that is empty isn't being used by anyone. the counters are clean and empty. the grill is black and has nothing on it., A kitchen table is made of wood. There is a silver microwave and refrigerator in the middle of the table. There is a bottle of water and a wine glass on the table. A laptop is sitting on top of the table.  A laptop
0,A brown teddy bear is sitting in a window sill. There is a book on its lap. There is a white bar in front of the bear. There is a window behind the bear. , The dog is laying on the couch. The dog's eyes are open. The dog is wearing a red collar. The/jellies are yellow. The dog is wearing a black collar. The dog has a brown collar around its neck.
0,A woman in a white shirt and red skirt is playing tennis. She is swinging a tennis racket a ball. There is a black fence behind the woman.," A woman is playing tennis on a tennis court. She is wearing a red short sleeve shirt, and black shorts. The woman is holding a tennis racket in her hand. The racket is held red and yellow and white in her hands. There are"
0,"Three caucasian men are standing against a white wall. They are all wearing black shirts. The man on the far left is holding a white video game controller in his right hand. He has brown hair, and a brown beard and mustache. His shirt has long sleeves. The man in the middle has dark hair that is thinning around his temples. His arms are crossed across his chest, and his right hand is covering his mouth. The man on the far right is wearing a black sweatshirt with gray lettering. He also has a white video game controller in his right hand. He has brown hair, and brown facial hair. ", A man and woman are playing a Wii video game indoors.  The man is wearing a dark blue shirt and dark shoes.  He has a black shirt and tie on with a striped tie.  The woman is wearing a black shirt and black
0,A man is wearing a black wet suit. He is carrying a large white surf board. There are large boulders next to the man., A man in a black jacket and cap and gray pants is walking down a river. The man is carrying a bunch of bananas. The banana is yellow and green. There is a group of people standing behind him next to him. There are some
0,"The vanity in this fancy, large bathroom is very long and is made of medium stained wood. The lighting above the vanity are three hanging, glass covered globes. The counter of the vanity has a sink as well as a vase filled with purple flowers. The walls are white and the tiles are all made of stone. The shower is also tiled with stone like tiles and is very large and open.", A very neat photo of a refrigerator in front of a wall. The refrigerator is narrow and has a picture underneath it. The fridge is white and has a picture in it. On the fridge is a white container with a napkin. On the
0,A woman is holding an umbrella. The woman is coming out of the train station. The picture is in black and white. There are tall buildings in the near distance.," A person is sitting on a concrete bench holding a cell phone to their ear. The cell phone is black, pink, and black. The person has a black collar on. There is a telephone pole in front of her. There is a white"
0,"An old fashioned bus is seen on the street. The bus is red on the bottom and beige on the top. A chain link fence is on the right side of the bus, and behind the fence is a large green metal crane. The sky above is gray and cloudy.", a train is driving down the road. the train is white in color. the sky is bright blue in the background. there is a man standing next to the train. the man is wearing a white hat. the hat has a maroon 
0,there is a toilet in a bathroom. the toilet is white. there are tiles on the floor. the tiles are white and green. there is a bucket next to the toilet., A toilet is sitting on top of a cement wall.  The toilet lid and seat are open.  The toilet has a white tank.  The toilet has a white tank.  A white pipe is hanging from the wall behind the toilet.
0,a bird is eating out of a hand. the hand is white in color. the bird is eating corn. the corn is yellow. the bird is a pigeon., A lady with blonde hair is holding a can of soda and throwing a red frisbee.  She is wearing a pink shirt that has two signs on it. Her head is gray.  She has on a black hat with two other items
0,A baby is sleeping on a covered mattress. His shirt is black white and blue. The mattress cover has designs all over it. There is a doll with a blue and purple hoody nearby., A woman is sitting in a bed with a colorful pillows.  She is holding a colorful toy in her hand.  Her head is tilted so that her hair cascades over one shoulder.  She has a brown headboard.  She
0,There is a bush that is shaped into a person. It is in front of a red building. There is houses behind the bush in the distance. , A large brick building is shown outside. There is a tall stone wall with a door. In front of the building is a lamp post that is turned on. The sky is bright blue. Next to the bench is a metal pole with a umbrella
0,"A young child is attempting to ski. However, no ski poles are being held by the blonde haired child. The child is wearing a yellow vest over a light blue jacket along with pink gloves. The bottom half of the outfit is black pants and grey and red skiis. There is a smooth surface of snow featured."," The kid is standing on top of a snowboard. The board is black and white. There are footprints in the snow in front of the person. The person is wearing a yellow jacket.  He is wearing a white helmet, gloves. "
0,"A green pasture is depicted in this image.  The pasture has a lake running through it with clear, calm water.  Grass on both sides of the water is tall and a fence can be seen at the front of the image.  The grass around the fence is really tall.  Cows are on the far side of the lake.", A wooden bench sits in a grassy field in the shade. The bench is surrounded by a metal fence. There is a bush that is partially visible on the grass. Next to the bench is a tree with green leaves. There are several trees
0,A hand is reaching for a black and silver mouse. There is a laptop next to the mouse on the desk. There is a speaker next to the laptop., A person is holding a cell phone. The cell phone is black and has a silver laptop on it. On the other side of the cell phone is a black mouse. The person has a gray shirt that is on. There is a girl sitting
0,A yellow hydrant is near street. The hydrant has blue and red accents on it. There are a bunch of trees on a sidewalk overlooking some parked cars and a motorcycle. , A large brick building sits behind a street. There is a red fire hydrant on the top of the building. There is a gray sign on the side of the building. There are two people standing in front of the building.  A man
0,"Two giraffes are standing together but facing opposite directions. The both have brown patches laid out in different patterns. Some of the spots have smooth edges and some have irregular edges. There are small and large patches, with the smaller patches on their heads and upper part of their necks. Both animals have short furry manes running down the length of their necks. They also have short horns on the top of their heads. They are standing near the wooden fence of their pen surrounded by trees with many green leaves.", The image is of the animals in the photo. The animals are giraffes. The giraffes are tall. Two giraffes can be seen from the head and one you can barely see. The giraffes are walking in the
0,a stand is selling fruit. most of the fruit is oranges. there are bags of oranges next to the pile. the truck is bright yellow., A large red box is sitting on a counter top. There are donuts in the box. There is a tall blue box next to the box. There are red apples standing between the box and a pile of apples. There are red tomatoes in
0,There is a train on the train tracks. The train is black with white numbers on the front of it. In the distance you can see trees with green leads and a black metal fence., A train is riding on the tracks in a park. The train is black in color and has small windows on the side. On the side of the train are shadows of trees. Next to the train is trees is trees with green leafs.
0,A kitchen sink and dishwasher is shown. The tiles on the wall are white and have some red ones. There is fruit sitting on the table and the area is pretty tidy., A kitchen with a white stove and white cabinets. There is a white stove next to the cabinets. There is a white microwave above the stove.  A white microwave is hanging above the stove.  A black microwave is hanging over the stove.
0,"A man wearing blue trunks is surfing. He is facing towards the wave. His face is not visible, and his body is turned to the side. He is using a white surfboard and only the front of which is visible.", The man is surfing in the water. The man is wearing a blue wet suit. The water is blue and white. The man is bent forward. The man is bent forward. The man is wearing a white surfboard.  The man is
0,A person is standing on top of a white surfboard. There are three small hooks on the bottom of the surfboard. There is a large white splash in the water from the man. , The man in this photo is flying a very large wave. He is touching a wave that is approaching the beach. The water is blue but has a few waves in it. The man is balding and has on a black swim suit. He
0,"There is a boy in the foreground of the picture. He has his back to the camera. He is wearing a blue short-sleeved shirt, blue shorts, blue socks, and white sneakers. He is standing in a green grassy field. The day is sunny and the sky is bright blue. The boy is getting a kite up into the air. The kite is black, white, red, orange, yellow, green, blue, and purple. In the distance there is a fence separating the grassy area from a hill. Behind the hill is an orange spherical hot air balloon. The hot air balloon's basket cannot be seen."," A woman is running outside on a grassy field. She is wearing a short sleeve blue shirt and black shorts. A kite is flying in the sky above her, running towards her. The kite is bright yellow and orange in the air"
0,A dark street with a wire fence surrounding a building. There is a light in the distance. A sign on a pole is halfway on the sidewalk.There is a microwave and other debris on the walk., A white toilet is sitting behind a black fence. The toilet has a dirty lid and a black seat. There is no other seat in the lot. The toilet is located against the wall. There are two boxes attached to canopies on the
0,A blue car is parked in a parking space. There is a blue and gray building behind the car. There is a white surfboard strapped to the top of the car. , A black and white building is on the corner of a street. There are two homes behind the building. There is a red light hanging above the street.  A black car is parked on the sidewalk in front of the building.  A woman
0,the keyboard is very old fashioned. the buttons stick up straight. the color of the typewriter is dark black. the letters are labeled in white. it's sitting on a wooden table., A black keyboard with a white cord attaching it to the wall is open on a wood table. The laptop is open also has a lot of objects on it. There are people standing behind the laptop. There is a lamp next to the laptop.
0,There is sand and a little bit of water on the ground. There is a bunch of trees behind a building on the other side of the water. There is a blue building behind the water. , A sunny day with a surfboard attached to a tree in the foreground. The tree has a lot of leaves on it. The bus is blue and white and is parked. On the other side of the grass is a row of trees that have
0,a train is sitting on some tracks. the train is yellow in color. the train has some black numbers on it. the train has black wheels., a train is on the tracks. the train is yellow in color. the grass is very green in color. there is a maroon fence on the side of the train. there are windows on the fence. the train is yellow in front of
0,A man is sitting on his surfboard. He is on the beach surrounded by other surfboards and some glass bottles of beer. The ocean is in the background and the horizon is very bright but cloudy.," A man with a bald, white hair holder on a white surfboard is sitting on the sand. He is balding and has a white beard. There is a towel hanging off of his head. There is another person sitting on the sand behind"
0,A couple of people are sitting in a vehicle. The car looks very retro and vintage. There is a woman and man in the front. On the woman's lap is a small brown dog., A small yellow car is sitting in a parking lot.  The car has a white license plate on the front of the car.  A little boy is sitting in the seat of the car.  The little boy is wearing a pink jacket and
0,"A square slice of pizza is on a round green plate. There are mushrooms, black olives, and tomatoes on the pizza. There is purple and white cabbage on the plate next to the slice of pizza."," A plate of food sits on a table. The food appears to be vegetables. There is broccoli, I believe a casserole, and some corn I believe. The plate is green. The food is sitting on a table. There are some"
0,This photo is taken inside of a living room of a home. A brown and black dog is sitting on a red leather couch. A red and white tie is hanging around the dog's neck. There is a colorful area rug on the floor. Different objects can be seen on top of a brown cabinet behind the dog., A dog is laying on a couch. The dog's eyes are open. The dog is looking into the camera. The dog is wearing a red collar. The dog is wearing a black jacket.  The dog has a pair of glasses on.
